"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"23/05/2018 16:00:00 - 23/05/2018 17:00:00","BZN|DK1","Without Sequence","40.29","",""
"23/05/2018 17:00:00 - 23/05/2018 18:00:00","BZN|DK1","Without Sequence","40.44","",""
"23/05/2018 18:00:00 - 23/05/2018 19:00:00","BZN|DK1","Without Sequence","43.93","",""
"23/05/2018 19:00:00 - 23/05/2018 20:00:00","BZN|DK1","Without Sequence","46.85","",""
"23/05/2018 20:00:00 - 23/05/2018 21:00:00","BZN|DK1","Without Sequence","45.21","",""
"23/05/2018 21:00:00 - 23/05/2018 22:00:00","BZN|DK1","Without Sequence","41.92","",""
"23/05/2018 22:00:00 - 23/05/2018 23:00:00","BZN|DK1","Without Sequence","40.06","",""
"23/05/2018 23:00:00 - 24/05/2018 00:00:00","BZN|DK1","Without Sequence","35.37","",""
"24/05/2018 00:00:00 - 24/05/2018 01:00:00","BZN|DK1","Without Sequence","35.64","",""
"24/05/2018 01:00:00 - 24/05/2018 02:00:00","BZN|DK1","Without Sequence","34.13","",""
"24/05/2018 02:00:00 - 24/05/2018 03:00:00","BZN|DK1","Without Sequence","33.01","",""
"24/05/2018 03:00:00 - 24/05/2018 04:00:00","BZN|DK1","Without Sequence","31.79","",""
"24/05/2018 04:00:00 - 24/05/2018 05:00:00","BZN|DK1","Without Sequence","32.34","",""
"24/05/2018 05:00:00 - 24/05/2018 06:00:00","BZN|DK1","Without Sequence","32.08","",""
"24/05/2018 06:00:00 - 24/05/2018 07:00:00","BZN|DK1","Without Sequence","40.83","",""
"24/05/2018 07:00:00 - 24/05/2018 08:00:00","BZN|DK1","Without Sequence","46.51","",""
"24/05/2018 08:00:00 - 24/05/2018 09:00:00","BZN|DK1","Without Sequence","50.00","",""
"24/05/2018 09:00:00 - 24/05/2018 10:00:00","BZN|DK1","Without Sequence","47.70","",""
"24/05/2018 10:00:00 - 24/05/2018 11:00:00","BZN|DK1","Without Sequence","43.98","",""
"24/05/2018 11:00:00 - 24/05/2018 12:00:00","BZN|DK1","Without Sequence","43.88","",""
"24/05/2018 12:00:00 - 24/05/2018 13:00:00","BZN|DK1","Without Sequence","43.78","",""
"24/05/2018 13:00:00 - 24/05/2018 14:00:00","BZN|DK1","Without Sequence","43.36","",""
"24/05/2018 14:00:00 - 24/05/2018 15:00:00","BZN|DK1","Without Sequence","43.02","",""
"24/05/2018 15:00:00 - 24/05/2018 16:00:00","BZN|DK1","Without Sequence","41.89","",""
"24/05/2018 16:00:00 - 24/05/2018 17:00:00","BZN|DK1","Without Sequence","41.64","",""
"24/05/2018 17:00:00 - 24/05/2018 18:00:00","BZN|DK1","Without Sequence","40.42","",""
"24/05/2018 18:00:00 - 24/05/2018 19:00:00","BZN|DK1","Without Sequence","42.69","",""
"24/05/2018 19:00:00 - 24/05/2018 20:00:00","BZN|DK1","Without Sequence","43.98","",""
"24/05/2018 20:00:00 - 24/05/2018 21:00:00","BZN|DK1","Without Sequence","43.74","",""
"24/05/2018 21:00:00 - 24/05/2018 22:00:00","BZN|DK1","Without Sequence","41.97","",""
"24/05/2018 22:00:00 - 24/05/2018 23:00:00","BZN|DK1","Without Sequence","39.86","",""
"24/05/2018 23:00:00 - 25/05/2018 00:00:00","BZN|DK1","Without Sequence","35.18","",""
"25/05/2018 00:00:00 - 25/05/2018 01:00:00","BZN|DK1","Without Sequence","35.97","",""
"25/05/2018 01:00:00 - 25/05/2018 02:00:00","BZN|DK1","Without Sequence","34.17","",""
"25/05/2018 02:00:00 - 25/05/2018 03:00:00","BZN|DK1","Without Sequence","33.40","",""
"25/05/2018 03:00:00 - 25/05/2018 04:00:00","BZN|DK1","Without Sequence","32.09","",""
"25/05/2018 04:00:00 - 25/05/2018 05:00:00","BZN|DK1","Without Sequence","33.01","",""
"25/05/2018 05:00:00 - 25/05/2018 06:00:00","BZN|DK1","Without Sequence","35.89","",""
"25/05/2018 06:00:00 - 25/05/2018 07:00:00","BZN|DK1","Without Sequence","43.40","",""
"25/05/2018 07:00:00 - 25/05/2018 08:00:00","BZN|DK1","Without Sequence","47.37","",""
"25/05/2018 08:00:00 - 25/05/2018 09:00:00","BZN|DK1","Without Sequence","48.01","",""
"25/05/2018 09:00:00 - 25/05/2018 10:00:00","BZN|DK1","Without Sequence","47.95","",""
"25/05/2018 10:00:00 - 25/05/2018 11:00:00","BZN|DK1","Without Sequence","47.41","",""
"25/05/2018 11:00:00 - 25/05/2018 12:00:00","BZN|DK1","Without Sequence","44.81","",""
"25/05/2018 12:00:00 - 25/05/2018 13:00:00","BZN|DK1","Without Sequence","43.19","",""
"25/05/2018 13:00:00 - 25/05/2018 14:00:00","BZN|DK1","Without Sequence","43.05","",""
"25/05/2018 14:00:00 - 25/05/2018 15:00:00","BZN|DK1","Without Sequence","41.72","",""
"25/05/2018 15:00:00 - 25/05/2018 16:00:00","BZN|DK1","Without Sequence","40.47","",""
"25/05/2018 16:00:00 - 25/05/2018 17:00:00","BZN|DK1","Without Sequence","40.09","",""
"25/05/2018 17:00:00 - 25/05/2018 18:00:00","BZN|DK1","Without Sequence","41.87","",""
"25/05/2018 18:00:00 - 25/05/2018 19:00:00","BZN|DK1","Without Sequence","42.17","",""
"25/05/2018 19:00:00 - 25/05/2018 20:00:00","BZN|DK1","Without Sequence","41.86","",""
"25/05/2018 20:00:00 - 25/05/2018 21:00:00","BZN|DK1","Without Sequence","40.94","",""
"25/05/2018 21:00:00 - 25/05/2018 22:00:00","BZN|DK1","Without Sequence","40.82","",""
"25/05/2018 22:00:00 - 25/05/2018 23:00:00","BZN|DK1","Without Sequence","40.31","",""
"25/05/2018 23:00:00 - 26/05/2018 00:00:00","BZN|DK1","Without Sequence","38.91","",""
"26/05/2018 00:00:00 - 26/05/2018 01:00:00","BZN|DK1","Without Sequence","40.14","",""
"26/05/2018 01:00:00 - 26/05/2018 02:00:00","BZN|DK1","Without Sequence","38.66","",""
"26/05/2018 02:00:00 - 26/05/2018 03:00:00","BZN|DK1","Without Sequence","36.00","",""
"26/05/2018 03:00:00 - 26/05/2018 04:00:00","BZN|DK1","Without Sequence","34.97","",""
"26/05/2018 04:00:00 - 26/05/2018 05:00:00","BZN|DK1","Without Sequence","34.27","",""
"26/05/2018 05:00:00 - 26/05/2018 06:00:00","BZN|DK1","Without Sequence","33.81","",""
"26/05/2018 06:00:00 - 26/05/2018 07:00:00","BZN|DK1","Without Sequence","37.33","",""
"26/05/2018 07:00:00 - 26/05/2018 08:00:00","BZN|DK1","Without Sequence","39.62","",""
"26/05/2018 08:00:00 - 26/05/2018 09:00:00","BZN|DK1","Without Sequence","42.62","",""
"26/05/2018 09:00:00 - 26/05/2018 10:00:00","BZN|DK1","Without Sequence","40.47","",""
"26/05/2018 10:00:00 - 26/05/2018 11:00:00","BZN|DK1","Without Sequence","40.61","",""
"26/05/2018 11:00:00 - 26/05/2018 12:00:00","BZN|DK1","Without Sequence","40.04","",""
"26/05/2018 12:00:00 - 26/05/2018 13:00:00","BZN|DK1","Without Sequence","39.07","",""
"26/05/2018 13:00:00 - 26/05/2018 14:00:00","BZN|DK1","Without Sequence","37.98","",""
"26/05/2018 14:00:00 - 26/05/2018 15:00:00","BZN|DK1","Without Sequence","37.10","",""
"26/05/2018 15:00:00 - 26/05/2018 16:00:00","BZN|DK1","Without Sequence","36.80","",""
"26/05/2018 16:00:00 - 26/05/2018 17:00:00","BZN|DK1","Without Sequence","36.94","",""
"26/05/2018 17:00:00 - 26/05/2018 18:00:00","BZN|DK1","Without Sequence","35.08","",""
"26/05/2018 18:00:00 - 26/05/2018 19:00:00","BZN|DK1","Without Sequence","44.06","",""
"26/05/2018 19:00:00 - 26/05/2018 20:00:00","BZN|DK1","Without Sequence","43.94","",""
"26/05/2018 20:00:00 - 26/05/2018 21:00:00","BZN|DK1","Without Sequence","44.55","",""
"26/05/2018 21:00:00 - 26/05/2018 22:00:00","BZN|DK1","Without Sequence","43.02","",""
"26/05/2018 22:00:00 - 26/05/2018 23:00:00","BZN|DK1","Without Sequence","41.82","",""
"26/05/2018 23:00:00 - 27/05/2018 00:00:00","BZN|DK1","Without Sequence","39.12","",""
"27/05/2018 00:00:00 - 27/05/2018 01:00:00","BZN|DK1","Without Sequence","38.82","",""
"27/05/2018 01:00:00 - 27/05/2018 02:00:00","BZN|DK1","Without Sequence","34.15","",""
"27/05/2018 02:00:00 - 27/05/2018 03:00:00","BZN|DK1","Without Sequence","34.02","",""
"27/05/2018 03:00:00 - 27/05/2018 04:00:00","BZN|DK1","Without Sequence","33.06","",""
"27/05/2018 04:00:00 - 27/05/2018 05:00:00","BZN|DK1","Without Sequence","32.60","",""
"27/05/2018 05:00:00 - 27/05/2018 06:00:00","BZN|DK1","Without Sequence","32.01","",""
"27/05/2018 06:00:00 - 27/05/2018 07:00:00","BZN|DK1","Without Sequence","34.42","",""
"27/05/2018 07:00:00 - 27/05/2018 08:00:00","BZN|DK1","Without Sequence","36.52","",""
"27/05/2018 08:00:00 - 27/05/2018 09:00:00","BZN|DK1","Without Sequence","37.67","",""
"27/05/2018 09:00:00 - 27/05/2018 10:00:00","BZN|DK1","Without Sequence","38.86","",""
"27/05/2018 10:00:00 - 27/05/2018 11:00:00","BZN|DK1","Without Sequence","39.25","",""
"27/05/2018 11:00:00 - 27/05/2018 12:00:00","BZN|DK1","Without Sequence","38.98","",""
"27/05/2018 12:00:00 - 27/05/2018 13:00:00","BZN|DK1","Without Sequence","38.56","",""
"27/05/2018 13:00:00 - 27/05/2018 14:00:00","BZN|DK1","Without Sequence","37.94","",""
"27/05/2018 14:00:00 - 27/05/2018 15:00:00","BZN|DK1","Without Sequence","37.24","",""
"27/05/2018 15:00:00 - 27/05/2018 16:00:00","BZN|DK1","Without Sequence","37.63","",""
"27/05/2018 16:00:00 - 27/05/2018 17:00:00","BZN|DK1","Without Sequence","37.23","",""
"27/05/2018 17:00:00 - 27/05/2018 18:00:00","BZN|DK1","Without Sequence","32.00","",""
"27/05/2018 18:00:00 - 27/05/2018 19:00:00","BZN|DK1","Without Sequence","44.97","",""
"27/05/2018 19:00:00 - 27/05/2018 20:00:00","BZN|DK1","Without Sequence","46.22","",""
"27/05/2018 20:00:00 - 27/05/2018 21:00:00","BZN|DK1","Without Sequence","42.11","",""
"27/05/2018 21:00:00 - 27/05/2018 22:00:00","BZN|DK1","Without Sequence","41.98","",""
"27/05/2018 22:00:00 - 27/05/2018 23:00:00","BZN|DK1","Without Sequence","41.27","",""
"27/05/2018 23:00:00 - 28/05/2018 00:00:00","BZN|DK1","Without Sequence","37.69","",""
"28/05/2018 00:00:00 - 28/05/2018 01:00:00","BZN|DK1","Without Sequence","32.06","",""
"28/05/2018 01:00:00 - 28/05/2018 02:00:00","BZN|DK1","Without Sequence","29.36","",""
"28/05/2018 02:00:00 - 28/05/2018 03:00:00","BZN|DK1","Without Sequence","27.62","",""
"28/05/2018 03:00:00 - 28/05/2018 04:00:00","BZN|DK1","Without Sequence","27.56","",""
"28/05/2018 04:00:00 - 28/05/2018 05:00:00","BZN|DK1","Without Sequence","28.51","",""
"28/05/2018 05:00:00 - 28/05/2018 06:00:00","BZN|DK1","Without Sequence","32.86","",""
"28/05/2018 06:00:00 - 28/05/2018 07:00:00","BZN|DK1","Without Sequence","47.63","",""
"28/05/2018 07:00:00 - 28/05/2018 08:00:00","BZN|DK1","Without Sequence","50.50","",""
"28/05/2018 08:00:00 - 28/05/2018 09:00:00","BZN|DK1","Without Sequence","51.27","",""
"28/05/2018 09:00:00 - 28/05/2018 10:00:00","BZN|DK1","Without Sequence","50.91","",""
"28/05/2018 10:00:00 - 28/05/2018 11:00:00","BZN|DK1","Without Sequence","49.93","",""
"28/05/2018 11:00:00 - 28/05/2018 12:00:00","BZN|DK1","Without Sequence","48.30","",""
"28/05/2018 12:00:00 - 28/05/2018 13:00:00","BZN|DK1","Without Sequence","46.23","",""
"28/05/2018 13:00:00 - 28/05/2018 14:00:00","BZN|DK1","Without Sequence","47.01","",""
"28/05/2018 14:00:00 - 28/05/2018 15:00:00","BZN|DK1","Without Sequence","47.54","",""
"28/05/2018 15:00:00 - 28/05/2018 16:00:00","BZN|DK1","Without Sequence","48.81","",""
"28/05/2018 16:00:00 - 28/05/2018 17:00:00","BZN|DK1","Without Sequence","49.95","",""
"28/05/2018 17:00:00 - 28/05/2018 18:00:00","BZN|DK1","Without Sequence","52.01","",""
"28/05/2018 18:00:00 - 28/05/2018 19:00:00","BZN|DK1","Without Sequence","51.46","",""
"28/05/2018 19:00:00 - 28/05/2018 20:00:00","BZN|DK1","Without Sequence","53.34","",""
"28/05/2018 20:00:00 - 28/05/2018 21:00:00","BZN|DK1","Without Sequence","49.98","",""
"28/05/2018 21:00:00 - 28/05/2018 22:00:00","BZN|DK1","Without Sequence","47.07","",""
"28/05/2018 22:00:00 - 28/05/2018 23:00:00","BZN|DK1","Without Sequence","44.22","",""
"28/05/2018 23:00:00 - 29/05/2018 00:00:00","BZN|DK1","Without Sequence","37.51","",""
"29/05/2018 00:00:00 - 29/05/2018 01:00:00","BZN|DK1","Without Sequence","35.29","",""
"29/05/2018 01:00:00 - 29/05/2018 02:00:00","BZN|DK1","Without Sequence","33.90","",""
"29/05/2018 02:00:00 - 29/05/2018 03:00:00","BZN|DK1","Without Sequence","35.53","",""
"29/05/2018 03:00:00 - 29/05/2018 04:00:00","BZN|DK1","Without Sequence","35.22","",""
"29/05/2018 04:00:00 - 29/05/2018 05:00:00","BZN|DK1","Without Sequence","33.29","",""
"29/05/2018 05:00:00 - 29/05/2018 06:00:00","BZN|DK1","Without Sequence","38.55","",""
"29/05/2018 06:00:00 - 29/05/2018 07:00:00","BZN|DK1","Without Sequence","42.46","",""
"29/05/2018 07:00:00 - 29/05/2018 08:00:00","BZN|DK1","Without Sequence","52.69","",""
"29/05/2018 08:00:00 - 29/05/2018 09:00:00","BZN|DK1","Without Sequence","59.58","",""
"29/05/2018 09:00:00 - 29/05/2018 10:00:00","BZN|DK1","Without Sequence","53.10","",""
"29/05/2018 10:00:00 - 29/05/2018 11:00:00","BZN|DK1","Without Sequence","53.56","",""
"29/05/2018 11:00:00 - 29/05/2018 12:00:00","BZN|DK1","Without Sequence","46.99","",""
"29/05/2018 12:00:00 - 29/05/2018 13:00:00","BZN|DK1","Without Sequence","44.58","",""
"29/05/2018 13:00:00 - 29/05/2018 14:00:00","BZN|DK1","Without Sequence","43.96","",""
"29/05/2018 14:00:00 - 29/05/2018 15:00:00","BZN|DK1","Without Sequence","43.20","",""
"29/05/2018 15:00:00 - 29/05/2018 16:00:00","BZN|DK1","Without Sequence","42.67","",""
"29/05/2018 16:00:00 - 29/05/2018 17:00:00","BZN|DK1","Without Sequence","41.30","",""
"29/05/2018 17:00:00 - 29/05/2018 18:00:00","BZN|DK1","Without Sequence","44.66","",""
"29/05/2018 18:00:00 - 29/05/2018 19:00:00","BZN|DK1","Without Sequence","45.13","",""
"29/05/2018 19:00:00 - 29/05/2018 20:00:00","BZN|DK1","Without Sequence","46.10","",""
"29/05/2018 20:00:00 - 29/05/2018 21:00:00","BZN|DK1","Without Sequence","44.00","",""
"29/05/2018 21:00:00 - 29/05/2018 22:00:00","BZN|DK1","Without Sequence","43.35","",""
"29/05/2018 22:00:00 - 29/05/2018 23:00:00","BZN|DK1","Without Sequence","42.55","",""
"29/05/2018 23:00:00 - 30/05/2018 00:00:00","BZN|DK1","Without Sequence","38.17","",""
"30/05/2018 00:00:00 - 30/05/2018 01:00:00","BZN|DK1","Without Sequence","37.88","",""
"30/05/2018 01:00:00 - 30/05/2018 02:00:00","BZN|DK1","Without Sequence","36.22","",""
"30/05/2018 02:00:00 - 30/05/2018 03:00:00","BZN|DK1","Without Sequence","35.00","",""
"30/05/2018 03:00:00 - 30/05/2018 04:00:00","BZN|DK1","Without Sequence","33.40","",""
"30/05/2018 04:00:00 - 30/05/2018 05:00:00","BZN|DK1","Without Sequence","33.97","",""
"30/05/2018 05:00:00 - 30/05/2018 06:00:00","BZN|DK1","Without Sequence","37.81","",""
"30/05/2018 06:00:00 - 30/05/2018 07:00:00","BZN|DK1","Without Sequence","43.96","",""
"30/05/2018 07:00:00 - 30/05/2018 08:00:00","BZN|DK1","Without Sequence","53.00","",""
"30/05/2018 08:00:00 - 30/05/2018 09:00:00","BZN|DK1","Without Sequence","56.89","",""
"30/05/2018 09:00:00 - 30/05/2018 10:00:00","BZN|DK1","Without Sequence","53.15","",""
"30/05/2018 10:00:00 - 30/05/2018 11:00:00","BZN|DK1","Without Sequence","49.91","",""
"30/05/2018 11:00:00 - 30/05/2018 12:00:00","BZN|DK1","Without Sequence","47.97","",""
"30/05/2018 12:00:00 - 30/05/2018 13:00:00","BZN|DK1","Without Sequence","43.94","",""
"30/05/2018 13:00:00 - 30/05/2018 14:00:00","BZN|DK1","Without Sequence","43.93","",""
"30/05/2018 14:00:00 - 30/05/2018 15:00:00","BZN|DK1","Without Sequence","44.74","",""
"30/05/2018 15:00:00 - 30/05/2018 16:00:00","BZN|DK1","Without Sequence","44.98","",""
"30/05/2018 16:00:00 - 30/05/2018 17:00:00","BZN|DK1","Without Sequence","45.56","",""
"30/05/2018 17:00:00 - 30/05/2018 18:00:00","BZN|DK1","Without Sequence","48.73","",""
"30/05/2018 18:00:00 - 30/05/2018 19:00:00","BZN|DK1","Without Sequence","55.83","",""
"30/05/2018 19:00:00 - 30/05/2018 20:00:00","BZN|DK1","Without Sequence","59.25","",""
"30/05/2018 20:00:00 - 30/05/2018 21:00:00","BZN|DK1","Without Sequence","58.91","",""
"30/05/2018 21:00:00 - 30/05/2018 22:00:00","BZN|DK1","Without Sequence","50.06","",""
"30/05/2018 22:00:00 - 30/05/2018 23:00:00","BZN|DK1","Without Sequence","45.08","",""
"30/05/2018 23:00:00 - 31/05/2018 00:00:00","BZN|DK1","Without Sequence","42.43","",""
"31/05/2018 00:00:00 - 31/05/2018 01:00:00","BZN|DK1","Without Sequence","42.88","",""
"31/05/2018 01:00:00 - 31/05/2018 02:00:00","BZN|DK1","Without Sequence","38.71","",""
"31/05/2018 02:00:00 - 31/05/2018 03:00:00","BZN|DK1","Without Sequence","38.65","",""
"31/05/2018 03:00:00 - 31/05/2018 04:00:00","BZN|DK1","Without Sequence","38.15","",""
"31/05/2018 04:00:00 - 31/05/2018 05:00:00","BZN|DK1","Without Sequence","37.91","",""
"31/05/2018 05:00:00 - 31/05/2018 06:00:00","BZN|DK1","Without Sequence","38.37","",""
"31/05/2018 06:00:00 - 31/05/2018 07:00:00","BZN|DK1","Without Sequence","41.12","",""
"31/05/2018 07:00:00 - 31/05/2018 08:00:00","BZN|DK1","Without Sequence","49.98","",""
"31/05/2018 08:00:00 - 31/05/2018 09:00:00","BZN|DK1","Without Sequence","49.27","",""
"31/05/2018 09:00:00 - 31/05/2018 10:00:00","BZN|DK1","Without Sequence","44.18","",""
"31/05/2018 10:00:00 - 31/05/2018 11:00:00","BZN|DK1","Without Sequence","44.05","",""
"31/05/2018 11:00:00 - 31/05/2018 12:00:00","BZN|DK1","Without Sequence","43.07","",""
"31/05/2018 12:00:00 - 31/05/2018 13:00:00","BZN|DK1","Without Sequence","42.74","",""
"31/05/2018 13:00:00 - 31/05/2018 14:00:00","BZN|DK1","Without Sequence","42.86","",""
"31/05/2018 14:00:00 - 31/05/2018 15:00:00","BZN|DK1","Without Sequence","42.86","",""
"31/05/2018 15:00:00 - 31/05/2018 16:00:00","BZN|DK1","Without Sequence","42.84","",""
"31/05/2018 16:00:00 - 31/05/2018 17:00:00","BZN|DK1","Without Sequence","42.96","",""
"31/05/2018 17:00:00 - 31/05/2018 18:00:00","BZN|DK1","Without Sequence","44.15","",""
"31/05/2018 18:00:00 - 31/05/2018 19:00:00","BZN|DK1","Without Sequence","48.49","",""
"31/05/2018 19:00:00 - 31/05/2018 20:00:00","BZN|DK1","Without Sequence","50.82","",""
"31/05/2018 20:00:00 - 31/05/2018 21:00:00","BZN|DK1","Without Sequence","49.94","",""
"31/05/2018 21:00:00 - 31/05/2018 22:00:00","BZN|DK1","Without Sequence","48.99","",""
"31/05/2018 22:00:00 - 31/05/2018 23:00:00","BZN|DK1","Without Sequence","44.12","",""
"31/05/2018 23:00:00 - 01/06/2018 00:00:00","BZN|DK1","Without Sequence","41.28","",""
"01/06/2018 00:00:00 - 01/06/2018 01:00:00","BZN|DK1","Without Sequence","41.41","",""
"01/06/2018 01:00:00 - 01/06/2018 02:00:00","BZN|DK1","Without Sequence","38.89","",""
"01/06/2018 02:00:00 - 01/06/2018 03:00:00","BZN|DK1","Without Sequence","38.82","",""
"01/06/2018 03:00:00 - 01/06/2018 04:00:00","BZN|DK1","Without Sequence","38.45","",""
"01/06/2018 04:00:00 - 01/06/2018 05:00:00","BZN|DK1","Without Sequence","38.62","",""
"01/06/2018 05:00:00 - 01/06/2018 06:00:00","BZN|DK1","Without Sequence","40.19","",""
"01/06/2018 06:00:00 - 01/06/2018 07:00:00","BZN|DK1","Without Sequence","49.00","",""
"01/06/2018 07:00:00 - 01/06/2018 08:00:00","BZN|DK1","Without Sequence","63.57","",""
"01/06/2018 08:00:00 - 01/06/2018 09:00:00","BZN|DK1","Without Sequence","68.15","",""
"01/06/2018 09:00:00 - 01/06/2018 10:00:00","BZN|DK1","Without Sequence","76.06","",""
"01/06/2018 10:00:00 - 01/06/2018 11:00:00","BZN|DK1","Without Sequence","74.97","",""
"01/06/2018 11:00:00 - 01/06/2018 12:00:00","BZN|DK1","Without Sequence","75.07","",""
"01/06/2018 12:00:00 - 01/06/2018 13:00:00","BZN|DK1","Without Sequence","70.23","",""
"01/06/2018 13:00:00 - 01/06/2018 14:00:00","BZN|DK1","Without Sequence","49.97","",""
"01/06/2018 14:00:00 - 01/06/2018 15:00:00","BZN|DK1","Without Sequence","48.07","",""
"01/06/2018 15:00:00 - 01/06/2018 16:00:00","BZN|DK1","Without Sequence","49.08","",""
"01/06/2018 16:00:00 - 01/06/2018 17:00:00","BZN|DK1","Without Sequence","49.89","",""
"01/06/2018 17:00:00 - 01/06/2018 18:00:00","BZN|DK1","Without Sequence","56.91","",""
"01/06/2018 18:00:00 - 01/06/2018 19:00:00","BZN|DK1","Without Sequence","56.29","",""
"01/06/2018 19:00:00 - 01/06/2018 20:00:00","BZN|DK1","Without Sequence","55.27","",""
"01/06/2018 20:00:00 - 01/06/2018 21:00:00","BZN|DK1","Without Sequence","54.49","",""
"01/06/2018 21:00:00 - 01/06/2018 22:00:00","BZN|DK1","Without Sequence","56.06","",""
"01/06/2018 22:00:00 - 01/06/2018 23:00:00","BZN|DK1","Without Sequence","55.14","",""
"01/06/2018 23:00:00 - 02/06/2018 00:00:00","BZN|DK1","Without Sequence","48.85","",""
"02/06/2018 00:00:00 - 02/06/2018 01:00:00","BZN|DK1","Without Sequence","38.43","",""
"02/06/2018 01:00:00 - 02/06/2018 02:00:00","BZN|DK1","Without Sequence","37.09","",""
"02/06/2018 02:00:00 - 02/06/2018 03:00:00","BZN|DK1","Without Sequence","39.14","",""
"02/06/2018 03:00:00 - 02/06/2018 04:00:00","BZN|DK1","Without Sequence","38.50","",""
"02/06/2018 04:00:00 - 02/06/2018 05:00:00","BZN|DK1","Without Sequence","38.50","",""
"02/06/2018 05:00:00 - 02/06/2018 06:00:00","BZN|DK1","Without Sequence","38.78","",""
"02/06/2018 06:00:00 - 02/06/2018 07:00:00","BZN|DK1","Without Sequence","40.45","",""
"02/06/2018 07:00:00 - 02/06/2018 08:00:00","BZN|DK1","Without Sequence","41.43","",""
"02/06/2018 08:00:00 - 02/06/2018 09:00:00","BZN|DK1","Without Sequence","43.81","",""
"02/06/2018 09:00:00 - 02/06/2018 10:00:00","BZN|DK1","Without Sequence","45.71","",""
"02/06/2018 10:00:00 - 02/06/2018 11:00:00","BZN|DK1","Without Sequence","43.38","",""
"02/06/2018 11:00:00 - 02/06/2018 12:00:00","BZN|DK1","Without Sequence","43.05","",""
"02/06/2018 12:00:00 - 02/06/2018 13:00:00","BZN|DK1","Without Sequence","42.48","",""
"02/06/2018 13:00:00 - 02/06/2018 14:00:00","BZN|DK1","Without Sequence","42.12","",""
"02/06/2018 14:00:00 - 02/06/2018 15:00:00","BZN|DK1","Without Sequence","42.01","",""
"02/06/2018 15:00:00 - 02/06/2018 16:00:00","BZN|DK1","Without Sequence","42.11","",""
"02/06/2018 16:00:00 - 02/06/2018 17:00:00","BZN|DK1","Without Sequence","42.20","",""
"02/06/2018 17:00:00 - 02/06/2018 18:00:00","BZN|DK1","Without Sequence","40.38","",""
"02/06/2018 18:00:00 - 02/06/2018 19:00:00","BZN|DK1","Without Sequence","45.91","",""
"02/06/2018 19:00:00 - 02/06/2018 20:00:00","BZN|DK1","Without Sequence","51.05","",""
"02/06/2018 20:00:00 - 02/06/2018 21:00:00","BZN|DK1","Without Sequence","51.04","",""
"02/06/2018 21:00:00 - 02/06/2018 22:00:00","BZN|DK1","Without Sequence","50.91","",""
"02/06/2018 22:00:00 - 02/06/2018 23:00:00","BZN|DK1","Without Sequence","47.00","",""
"02/06/2018 23:00:00 - 03/06/2018 00:00:00","BZN|DK1","Without Sequence","42.64","",""
"03/06/2018 00:00:00 - 03/06/2018 01:00:00","BZN|DK1","Without Sequence","39.36","",""
"03/06/2018 01:00:00 - 03/06/2018 02:00:00","BZN|DK1","Without Sequence","35.50","",""
"03/06/2018 02:00:00 - 03/06/2018 03:00:00","BZN|DK1","Without Sequence","40.04","",""
"03/06/2018 03:00:00 - 03/06/2018 04:00:00","BZN|DK1","Without Sequence","39.33","",""
"03/06/2018 04:00:00 - 03/06/2018 05:00:00","BZN|DK1","Without Sequence","38.43","",""
"03/06/2018 05:00:00 - 03/06/2018 06:00:00","BZN|DK1","Without Sequence","39.25","",""
"03/06/2018 06:00:00 - 03/06/2018 07:00:00","BZN|DK1","Without Sequence","40.18","",""
"03/06/2018 07:00:00 - 03/06/2018 08:00:00","BZN|DK1","Without Sequence","41.39","",""
"03/06/2018 08:00:00 - 03/06/2018 09:00:00","BZN|DK1","Without Sequence","43.08","",""
"03/06/2018 09:00:00 - 03/06/2018 10:00:00","BZN|DK1","Without Sequence","43.57","",""
"03/06/2018 10:00:00 - 03/06/2018 11:00:00","BZN|DK1","Without Sequence","44.03","",""
"03/06/2018 11:00:00 - 03/06/2018 12:00:00","BZN|DK1","Without Sequence","43.89","",""
"03/06/2018 12:00:00 - 03/06/2018 13:00:00","BZN|DK1","Without Sequence","43.89","",""
"03/06/2018 13:00:00 - 03/06/2018 14:00:00","BZN|DK1","Without Sequence","43.46","",""
"03/06/2018 14:00:00 - 03/06/2018 15:00:00","BZN|DK1","Without Sequence","41.62","",""
"03/06/2018 15:00:00 - 03/06/2018 16:00:00","BZN|DK1","Without Sequence","40.97","",""
"03/06/2018 16:00:00 - 03/06/2018 17:00:00","BZN|DK1","Without Sequence","41.32","",""
"03/06/2018 17:00:00 - 03/06/2018 18:00:00","BZN|DK1","Without Sequence","42.58","",""
"03/06/2018 18:00:00 - 03/06/2018 19:00:00","BZN|DK1","Without Sequence","39.77","",""
"03/06/2018 19:00:00 - 03/06/2018 20:00:00","BZN|DK1","Without Sequence","44.50","",""
"03/06/2018 20:00:00 - 03/06/2018 21:00:00","BZN|DK1","Without Sequence","47.32","",""
"03/06/2018 21:00:00 - 03/06/2018 22:00:00","BZN|DK1","Without Sequence","48.98","",""
"03/06/2018 22:00:00 - 03/06/2018 23:00:00","BZN|DK1","Without Sequence","45.04","",""
"03/06/2018 23:00:00 - 04/06/2018 00:00:00","BZN|DK1","Without Sequence","40.57","",""
"04/06/2018 00:00:00 - 04/06/2018 01:00:00","BZN|DK1","Without Sequence","35.57","",""
